event_link,event_wikidata_id,event_name,medal,medalist_link,medalist_wikidata_id,medalist_name,delegation_link,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,date_of_birth,sex_or_gender_wikidata_id,sex_or_gender,place_of_birth_wikidata_id,place_of_birth,place_of_birth_coordinates,lat,lon,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,Q62520526,fencing at the 2020 Summer Olympics – men's team sabre,silver,/wiki/Aldo_Montano_(fencer_born_1978),Q955360,Aldo Montano,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1978-11-18,Q6581097,male,Q6761,Livorno,"43.55,10.316666666667",43.55,10.316666666667,Q16200,Province of Livorno,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,Q62520526,fencing at the 2020 Summer Olympics – men's team sabre,bronze,/wiki/%C3%81ron_Szil%C3%A1gyi,Q252335,Áron Szilágyi,/wiki/Hungary_at_the_2020_Summer_Olympics,Q42914413,Hungary at the 2020 Summer Olympics,Q28,Hungary,1990-01-14,Q6581097,male,Q1781,Budapest,"47.498333333333,19.040833333333",47.498333333333,19.040833333333,Q28,Hungary,HU1,Közép-Magyarország,HU11,Budapest,HU110,Budapest
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,Q62520526,fencing at the 2020 Summer Olympics – men's team sabre,bronze,/wiki/Andr%C3%A1s_Szatm%C3%A1ri,Q18128572,András Szatmári,/wiki/Hungary_at_the_2020_Summer_Olympics,Q42914413,Hungary at the 2020 Summer Olympics,Q28,Hungary,1993-02-03,Q6581097,male,Q1781,Budapest,"47.498333333333,19.040833333333",47.498333333333,19.040833333333,Q28,Hungary,HU1,Közép-Magyarország,HU11,Budapest,HU110,Budapest
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,Q62520526,fencing at the 2020 Summer Olympics – men's team sabre,bronze,/wiki/Tam%C3%A1s_Decsi,Q3514901,Tamás Decsi,/wiki/Hungary_at_the_2020_Summer_Olympics,Q42914413,Hungary at the 2020 Summer Olympics,Q28,Hungary,1982-10-15,Q6581097,male,Q214942,Kazincbarcika,"48.253055555556,20.645555555556",48.253055555556,20.645555555556,Q1043071,Kazincbarcika  District,HU3,Alföld és Észak,HU31,Észak-Magyarország,HU311,Borsod-Abaúj-Zemplén
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,Q62520526,fencing at the 2020 Summer Olympics – men's team sabre,bronze,/wiki/Csan%C3%A1d_G%C3%A9mesi,Q17489629,Csanád Gémesi,/wiki/Hungary_at_the_2020_Summer_Olympics,Q42914413,Hungary at the 2020 Summer Olympics,Q28,Hungary,1986-11-13,Q6581097,male,Q209988,Gödöllő,"47.6,19.366666666667",47.6,19.366666666667,Q853188,Gödöllő District,HU1,Közép-Magyarország,HU12,Pest,HU120,Pest
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_%C3%A9p%C3%A9e,Q65240394,fencing at the 2020 Summer Olympics – women's individual épée,gold,/wiki/Sun_Yiwen,Q20820947,Sun Yiwen,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1992-06-17,Q6581072,female,Q1359073,Qixia,"37.3,120.83333333333",37.3,120.83333333333,Q210493,Yantai,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_%C3%A9p%C3%A9e,Q65240394,fencing at the 2020 Summer Olympics – women's individual épée,silver,/wiki/Ana_Maria_Popescu,Q187951,Ana Maria Popescu,/wiki/Romania_at_the_2020_Summer_Olympics,Q50014483,Romania at the 2020 Summer Olympics,Q218,Romania,1984-11-26,Q6581072,female,Q19660,Bucharest,"44.4,26.083333333333",44.4,26.083333333333,Q218,Romania,RO3,Macroregiunea Trei,RO32,Bucureşti-Ilfov,RO321,Bucureşti
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_%C3%A9p%C3%A9e,Q65240394,fencing at the 2020 Summer Olympics – women's individual épée,bronze,/wiki/Katrina_Lehis,Q16405897,Katrina Lehis,/wiki/Estonia_at_the_2020_Summer_Olympics,Q42914298,Estonia at the 2020 Summer Olympics,Q191,Estonia,1994-12-19,Q6581072,female,Q191106,Haapsalu,"58.946944444444,23.536944444444",58.946944444444,23.536944444444,Q23890578,Haapsalu City,EE0,Eesti,EE00,Eesti,EE004,Lääne-Eesti
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,gold,/wiki/Julia_Beljajeva,Q3811072,Julia Beljajeva,/wiki/Estonia_at_the_2020_Summer_Olympics,Q42914298,Estonia at the 2020 Summer Olympics,Q191,Estonia,1992-07-21,Q6581072,female,Q13972,Tartu,"58.38,26.7225",58.38,26.7225,Q634648,Yurevsky Uyezd,EE0,Eesti,EE00,Eesti,EE008,Lõuna-Eesti
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,gold,/wiki/Irina_Embrich,Q449949,Irina Embrich,/wiki/Estonia_at_the_2020_Summer_Olympics,Q42914298,Estonia at the 2020 Summer Olympics,Q191,Estonia,1980-07-12,Q6581072,female,Q1770,Tallinn,"59.437222222222,24.745",59.437222222222,24.745,Q4450503,Tallinn City,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,gold,/wiki/Erika_Kirpu,Q3731766,Erika Kirpu,/wiki/Estonia_at_the_2020_Summer_Olympics,Q42914298,Estonia at the 2020 Summer Olympics,Q191,Estonia,1992-06-22,Q6581072,female,Q13972,Tartu,"58.38,26.7225",58.38,26.7225,Q634648,Yurevsky Uyezd,EE0,Eesti,EE00,Eesti,EE008,Lõuna-Eesti
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,gold,/wiki/Katrina_Lehis,Q16405897,Katrina Lehis,/wiki/Estonia_at_the_2020_Summer_Olympics,Q42914298,Estonia at the 2020 Summer Olympics,Q191,Estonia,1994-12-19,Q6581072,female,Q191106,Haapsalu,"58.946944444444,23.536944444444",58.946944444444,23.536944444444,Q23890578,Haapsalu City,EE0,Eesti,EE00,Eesti,EE004,Lääne-Eesti
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,silver,/wiki/Choi_In-jeong,Q497627,Choi In-jeong,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1990-05-21,Q6581072,female,Q50216,Geumsan County,"36.103055555556,127.48888888889",36.103055555556,127.48888888889,Q41070,South Chungcheong Province,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,silver,/wiki/Kang_Young-mi,Q26224018,Kang Young-mi,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1985-03-01,Q6581072,female,Q20934,Incheon,"37.463888888889,126.64861111111",37.463888888889,126.64861111111,Q884,South Korea,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,silver,/wiki/Lee_Hye-in_(fencer),Q55281991,Lee Hye-in,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1995-01-15,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,silver,/wiki/Song_Se-ra,Q107633341,Song Se-ra,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1993-09-06,Q6581072,female,Q50216,Geumsan County,"36.103055555556,127.48888888889",36.103055555556,127.48888888889,Q41070,South Chungcheong Province,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,bronze,/wiki/Rossella_Fiamingo,Q732184,Rossella Fiamingo,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1991-07-14,Q6581072,female,Q1903,Catania,"37.502669444444,15.087269444444",37.502669444444,15.087269444444,Q16154,Province of Catania,ITG,Isole,ITG1,Sicilia,ITG17,Catania
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,bronze,/wiki/Federica_Isola,Q65159536,Federica Isola,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1999-09-27,Q6581072,female,Q490,Milan,"45.466944444444,9.19",45.466944444444,9.19,Q15121,province of Milan,ITC,Nord-Ovest,ITC4,Lombardia,ITC4C,Milano
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,bronze,/wiki/Mara_Navarria,Q1442283,Mara Navarria,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1985-07-18,Q6581072,female,Q2790,Udine,"46.066666666667,13.233333333333",46.066666666667,13.233333333333,Q16294,Province of Udine,ITH,Nord-Est,ITH4,Friuli-Venezia Giulia,ITH42,Udine
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,Q65240396,fencing at the 2020 Summer Olympics – women's team épée,bronze,/wiki/Alberta_Santuccio,Q52151565,Alberta Santuccio,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1994-10-22,Q6581072,female,Q1903,Catania,"37.502669444444,15.087269444444",37.502669444444,15.087269444444,Q16154,Province of Catania,ITG,Isole,ITG1,Sicilia,ITG17,Catania
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_foil,Q65240390,fencing at the 2020 Summer Olympics – women's individual foil,gold,/wiki/Lee_Kiefer,Q1657692,Lee Kiefer,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,1994-06-15,Q6581072,female,Q37320,Cleveland,"41.482222222222,-81.669722222222",41.482222222222,-81.669722222222,Q251267,Cuyahoga County,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_foil,Q65240390,fencing at the 2020 Summer Olympics – women's individual foil,silver,/wiki/Inna_Deriglazova,Q1657750,Inna Deriglazova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1990-03-10,Q6581072,female,Q72380,Kurchatov,"51.666666666667,35.65",51.666666666667,35.65,Q3178,Kursk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_foil,Q65240390,fencing at the 2020 Summer Olympics – women's individual foil,bronze,/wiki/Larisa_Korobeynikova,Q2347220,Larisa Korobeynikova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1987-03-26,Q6581072,female,Q13379,Kurgan,"55.440833333333,65.341111111111",55.440833333333,65.341111111111,Q27577636,Kurgan Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,gold,/wiki/Inna_Deriglazova,Q1657750,Inna Deriglazova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1990-03-10,Q6581072,female,Q72380,Kurchatov,"51.666666666667,35.65",51.666666666667,35.65,Q3178,Kursk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,gold,/wiki/Larisa_Korobeynikova,Q2347220,Larisa Korobeynikova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1987-03-26,Q6581072,female,Q13379,Kurgan,"55.440833333333,65.341111111111",55.440833333333,65.341111111111,Q27577636,Kurgan Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,gold,/wiki/Marta_Martyanova,Q52767972,Marta Martyanova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1998-12-01,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,gold,/wiki/Adelina_Zagidullina,Q20664430,Adelina Zagidullina,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1993-01-13,Q6581072,female,Q911,Ufa,"54.7261111111111,55.9475",54.7261111111111,55.9475,Q15190285,Ufa Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,silver,/wiki/Anita_Blaze,Q3617583,Anita Blaze,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1991-10-29,Q6581072,female,Q13636,Les Abymes,"16.270555555556,-61.504722222222",16.270555555556,-61.504722222222,Q17012,Guadeloupe,FRY,RUP FR — Régions Ultrapériphériques Françaises,FRY1,Guadeloupe,FRY10,Guadeloupe
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,silver,/wiki/Astrid_Guyart,Q1657276,Astrid Guyart,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1983-03-17,Q6581072,female,Q193929,Suresnes,"48.871111111111,2.2269444444444",48.871111111111,2.2269444444444,Q12543,Hauts-de-Seine,FR1,Ile-de-France,FR10,Ile-de-France,FR105,Hauts-de-Seine
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,silver,/wiki/Pauline_Ranvier,Q20993707,Pauline Ranvier,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1994-04-14,Q6581072,female,Q90,Paris,"48.856944444444,2.3513888888889",48.856944444444,2.3513888888889,Q1142326,Seine,FR1,Ile-de-France,FR10,Ile-de-France,FR101,Paris
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,silver,/wiki/Ysaora_Thibus,Q923922,Ysaora Thibus,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1991-08-22,Q6581072,female,Q13636,Les Abymes,"16.270555555556,-61.504722222222",16.270555555556,-61.504722222222,Q17012,Guadeloupe,FRY,RUP FR — Régions Ultrapériphériques Françaises,FRY1,Guadeloupe,FRY10,Guadeloupe
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,bronze,/wiki/Martina_Batini,Q17195249,Martina Batini,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1989-04-17,Q6581072,female,Q13375,Pisa,"43.716666666667,10.4",43.716666666667,10.4,Q16244,Province of Pisa,ITI,Centro (IT),ITI1,Toscana,ITI17,Pisa
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,bronze,/wiki/Erica_Cipressa,Q56380669,Erica Cipressa,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1996-05-18,Q6581072,female,Q641,Venice,"45.439722222222,12.331944444444",45.439722222222,12.331944444444,Q6360367,Venetian Province,ITH,Nord-Est,ITH3,Veneto,ITH35,Venezia
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,bronze,/wiki/Arianna_Errigo,Q274448,Arianna Errigo,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1988-06-06,Q6581072,female,Q6252,Monza,"45.5836111111111,9.27361111111111",45.5836111111111,9.27361111111111,Q16210,Province of Monza and Brianza,ITC,Nord-Ovest,ITC4,Lombardia,ITC4D,Monza e della Brianza
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_foil,Q65240386,fencing at the 2020 Summer Olympics – women's team foil,bronze,/wiki/Alice_Volpi,Q21030458,Alice Volpi,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1992-04-15,Q6581072,female,Q2751,Siena,"43.318333333333,11.331388888889",43.318333333333,11.331388888889,Q16275,Province of Siena,ITI,Centro (IT),ITI1,Toscana,ITI19,Siena
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_sabre,Q65240401,fencing at the 2020 Summer Olympics – women's individual sabre,gold,/wiki/Sofia_Pozdniakova,Q52767984,Sofia Pozdniakova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1997-06-17,Q6581072,female,Q883,Novosibirsk,"55.033333333333,82.916666666667",55.033333333333,82.916666666667,Q5851,Novosibirsk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_sabre,Q65240401,fencing at the 2020 Summer Olympics – women's individual sabre,silver,/wiki/Sofya_Velikaya,Q867034,Sofiya Velikaya,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1985-06-08,Q6581072,female,Q35493,Almaty,"43.25,76.9",43.25,76.9,Q232,Kazakhstan,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_sabre,Q65240401,fencing at the 2020 Summer Olympics – women's individual sabre,bronze,/wiki/Manon_Brunet,Q19951921,Manon Brunet,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1996-02-07,Q6581072,female,Q456,Lyon,"45.758888888889,4.8413888888889",45.758888888889,4.8413888888889,Q2874,Urban Community of Lyon,FRK,Auvergne-Rhône-Alpes,FRK2,Rhône-Alpes,FRK26,Rhône
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,gold,/wiki/Olga_Nikitina,Q64745795,Olga Nikitina,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1998-11-26,Q6581072,female,Q649,Moscow,"55.755833333333,37.617777777778",55.755833333333,37.617777777778,Q1137842,Moscow Governorate,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,gold,/wiki/Sofia_Pozdniakova,Q52767984,Sofia Pozdniakova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1997-06-17,Q6581072,female,Q883,Novosibirsk,"55.033333333333,82.916666666667",55.033333333333,82.916666666667,Q5851,Novosibirsk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,gold,/wiki/Sofya_Velikaya,Q867034,Sofiya Velikaya,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1985-06-08,Q6581072,female,Q35493,Almaty,"43.25,76.9",43.25,76.9,Q232,Kazakhstan,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,silver,/wiki/Sara_Balzer,Q30321059,Sara Balzer,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1995-04-03,Q6581072,female,Q6602,Strasbourg,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222,Q2150573,Unterelsaß,FRF,Grand Est,FRF1,Alsace,FRF11,Bas-Rhin
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,silver,/wiki/C%C3%A9cilia_Berder,Q387709,Cécilia Berder,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1989-12-13,Q6581072,female,Q202368,Morlaix,"48.5775,-3.8277777777778",48.5775,-3.8277777777778,Q3389,Finistère,FRH,Bretagne,FRH0,Bretagne,FRH02,Finistère
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,silver,/wiki/Manon_Brunet,Q19951921,Manon Brunet,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1996-02-07,Q6581072,female,Q456,Lyon,"45.758888888889,4.8413888888889",45.758888888889,4.8413888888889,Q2874,Urban Community of Lyon,FRK,Auvergne-Rhône-Alpes,FRK2,Rhône-Alpes,FRK26,Rhône
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,silver,/wiki/Charlotte_Lembach,Q17418796,Charlotte Lembach,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1988-04-01,Q6581072,female,Q6602,Strasbourg,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222,Q2150573,Unterelsaß,FRF,Grand Est,FRF1,Alsace,FRF11,Bas-Rhin
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,bronze,/wiki/Kim_Ji-yeon,Q485431,Kim Ji-yeon,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1988-03-12,Q6581072,female,Q8684,Seoul,"37.56,126.99",37.56,126.99,Q188712,Empire of Japan,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,bronze,/wiki/Yoon_Ji-su,Q27306309,Yoon Ji-su,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1993-01-24,Q6581072,female,Q16520,Busan,"35.1,129.04027777778",35.1,129.04027777778,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,bronze,/wiki/Seo_Ji-yeon,Q26924051,Seo Ji-yeon,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1993-03-03,Q6581072,female,Q8684,Seoul,"37.56,126.99",37.56,126.99,Q188712,Empire of Japan,NA,NA,NA,NA,NA,NA
/wiki/Fencing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,Q65240404,fencing at the 2020 Summer Olympics – women's team sabre,bronze,/wiki/Choi_Soo-yeon,Q55281975,Choi Soo-yeon,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1990-11-23,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Golf_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q55984765,golf at the 2020 Summer Olympics – men's individual,gold,/wiki/Xander_Schauffele,Q27306341,Xander Schauffele,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,1993-10-25,Q6581097,male,Q840668,La Jolla,"32.84,-117.27694444444",32.84,-117.27694444444,Q16552,San Diego,NA,NA,NA,NA,NA,NA
/wiki/Golf_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q55984765,golf at the 2020 Summer Olympics – men's individual,silver,/wiki/Rory_Sabbatini,Q1385533,Rory Sabbatini,/wiki/Slovakia_at_the_2020_Summer_Olympics,Q42914255,Slovakia at the 2020 Summer Olympics,Q214,Slovakia,1976-04-02,Q6581097,male,Q5468,Durban,"-29.858333333333,31.025",-29.858333333333,31.025,Q311544,eThekwini Metropolitan Municipality,NA,NA,NA,NA,NA,NA
/wiki/Golf_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q55984765,golf at the 2020 Summer Olympics – men's individual,bronze,/wiki/Pan_Cheng-tsung,Q15913730,Pan Cheng-tsung,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1991-11-12,Q6581097,male,Q63706,Miaoli County,"24.563413888889,120.82582777778",24.563413888889,120.82582777778,Q32081,"Taiwan Province, Republic of China",NA,NA,NA,NA,NA,NA
