event_link,event_wikidata_id,event_name,medal,medalist_link,medalist_wikidata_id,medalist_name,delegation_link,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,date_of_birth,sex_or_gender_wikidata_id,sex_or_gender,place_of_birth_wikidata_id,place_of_birth,place_of_birth_coordinates,lat,lon,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q63985823,archery at the 2020 Summer Olympics – men's individual,gold,/wiki/Mete_Gazoz,Q20988356,Mete Gazoz,/wiki/Turkey_at_the_2020_Summer_Olympics,Q42914036,Turkey at the 2020 Summer Olympics,Q43,Turkey,1999-06-08,Q6581097,male,Q406,Istanbul,"41.01,28.960277777778",41.01,28.960277777778,Q534799,Istanbul Province,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q63985823,archery at the 2020 Summer Olympics – men's individual,silver,/wiki/Mauro_Nespoli,Q670425,Mauro Nespoli,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1987-11-22,Q6581097,male,Q39981,Voghera,"44.9925,9.0091666666667",44.9925,9.0091666666667,Q16231,Province of Pavia,ITC,Nord-Ovest,ITC4,Lombardia,ITC48,Pavia
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_individual,Q63985823,archery at the 2020 Summer Olympics – men's individual,bronze,/wiki/Takaharu_Furukawa,Q276094,Takaharu Furukawa,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1984-08-09,Q6581097,male,Q146790,Aomori,"40.822222222222,140.7475",40.822222222222,140.7475,Q71699,Aomori Prefecture,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,gold,/wiki/Kim_Woo-jin,Q11739253,Kim Woo-Jin,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1992-06-20,Q6581097,male,Q50309,Okcheon County,"36.300833333333,127.56861111111",36.300833333333,127.56861111111,Q41066,North Chungcheong Province,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,gold,/wiki/Oh_Jin-hyek,Q488908,Oh Jin-hyek,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1981-08-15,Q6581097,male,Q42088,Nonsan,"36.203888888889,127.08472222222",36.203888888889,127.08472222222,Q41070,South Chungcheong Province,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,gold,/wiki/Kim_Je-deok,Q107619893,Kim Je-deok,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,2004-04-12,Q6581097,male,Q41154,North Gyeongsang Province,"36.25,128.75",36.25,128.75,Q503585,Korea under Japanese rule,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,silver,/wiki/Deng_Yu-cheng,Q107620836,Deng Yu-cheng,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1999-04-25,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,silver,/wiki/Tang_Chih-chun,Q56447903,Tang Chih-chun,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,2001-03-16,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,silver,/wiki/Wei_Chun-heng,Q23770477,Wei Chun-heng,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1994-07-06,Q6581097,male,Q1867,Taipei,"25.047777777778,121.53194444444",25.047777777778,121.53194444444,Q865,Taiwan,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,bronze,/wiki/Takaharu_Furukawa,Q276094,Takaharu Furukawa,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1984-08-09,Q6581097,male,Q146790,Aomori,"40.822222222222,140.7475",40.822222222222,140.7475,Q71699,Aomori Prefecture,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,bronze,/wiki/Yuki_Kawata,Q23770481,Yuki Kawata,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1997-06-16,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_team,Q63985811,archery at the 2020 Summer Olympics – men's team,bronze,/wiki/Hiroki_Muto,Q107638795,Hiroki Muto,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1997-06-26,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_individual,Q63985821,archery at the 2020 Summer Olympics – women's individual,gold,/wiki/An_San,Q107618974,An San,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,2001-02-27,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_individual,Q63985821,archery at the 2020 Summer Olympics – women's individual,silver,/wiki/Elena_Osipova_(archer),Q67915987,Elena Osipova (archer),/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1993-05-22,Q6581097,male,Q7951,Petropavlovsk-Kamchatsky,"53.016666666667,158.65",53.016666666667,158.65,Q27559915,Petropavlovsk-Kamchatsky Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_individual,Q63985821,archery at the 2020 Summer Olympics – women's individual,bronze,/wiki/Lucilla_Boari,Q26131732,Lucilla Boari,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1997-03-24,Q6581072,female,Q6247,Mantua,"45.156388888889,10.791111111111",45.156388888889,10.791111111111,Q16204,Province of Mantua,ITC,Nord-Ovest,ITC4,Lombardia,ITC4B,Mantova
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,gold,/wiki/An_San,Q107618974,An San,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,2001-02-27,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,gold,/wiki/Jang_Min-hee,Q107619662,Jang Min-hee,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1999-04-05,Q6581072,female,Q20934,Incheon,"37.463888888889,126.64861111111",37.463888888889,126.64861111111,Q884,South Korea,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,gold,/wiki/Kang_Chae-young,Q21005304,Kang Chae-young,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1996-06-08,Q6581072,female,Q41278,Ulsan,"35.55,129.31666666667",35.55,129.31666666667,Q884,South Korea,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,silver,/wiki/Svetlana_Gomboeva,Q107620507,Svetlana Gomboeva,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1998-06-08,Q6581072,female,Q958163,Ust-Ordynsky,"52.816666666667,104.73333333333",52.816666666667,104.73333333333,Q16022457,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,silver,/wiki/Elena_Osipova_(archer),Q67915987,Elena Osipova (archer),/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1993-05-22,Q6581097,male,Q7951,Petropavlovsk-Kamchatsky,"53.016666666667,158.65",53.016666666667,158.65,Q27559915,Petropavlovsk-Kamchatsky Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,silver,/wiki/Ksenia_Perova,Q768328,Ksenia Perova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1989-02-08,Q6581072,female,Q157523,Lesnoy,"58.633333333333,59.783333333333",58.633333333333,59.783333333333,Q4145650,Lesnoy Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,bronze,/wiki/Michelle_Kroppen,Q107619648,Michelle Kroppen,/wiki/Germany_at_the_2020_Summer_Olympics,Q42914232,Germany at the 2020 Summer Olympics,Q183,Germany,1996-04-19,Q6581072,female,Q243526,Kevelaer,"51.5833333333333,6.25",51.5833333333333,6.25,Q6246,Kleve,DEA,Nordrhein-Westfalen,DEA1,Düsseldorf,DEA1B,Kleve
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,bronze,/wiki/Charline_Schwarz,Q107619832,Charline Schwarz,/wiki/Germany_at_the_2020_Summer_Olympics,Q42914232,Germany at the 2020 Summer Olympics,Q183,Germany,2001-01-15,Q6581072,female,Q2090,Nuremberg,"49.4538888888889,11.0775",49.4538888888889,11.0775,Q10551,Middle Franconia,DE2,Bayern,DE25,Mittelfranken,DE254,"Nürnberg, Kreisfreie Stadt"
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_team,Q63985814,archery at the 2020 Summer Olympics – women's team,bronze,/wiki/Lisa_Unruh,Q18128952,Lisa Unruh,/wiki/Germany_at_the_2020_Summer_Olympics,Q42914232,Germany at the 2020 Summer Olympics,Q183,Germany,1988-04-12,Q6581072,female,Q64,Berlin,"52.516666666667,13.383333333333",52.516666666667,13.383333333333,Q148499,Margraviate of Brandenburg,DE3,Berlin,DE30,Berlin,DE300,Berlin
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,gold,/wiki/Kim_Je-deok,Q107619893,Kim Je-deok,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,2004-04-12,Q6581097,male,Q41154,North Gyeongsang Province,"36.25,128.75",36.25,128.75,Q503585,Korea under Japanese rule,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,gold,/wiki/An_San,Q107618974,An San,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,2001-02-27,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,silver,/wiki/Steve_Wijler,Q42361303,Steve Wijler,/wiki/Netherlands_at_the_2020_Summer_Olympics,Q50014459,Netherlands at the 2020 Summer Olympics,Q55,Netherlands,1996-09-19,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,silver,/wiki/Gabriela_Schloesser,Q26131745,Gabriela Bayardo,/wiki/Netherlands_at_the_2020_Summer_Olympics,Q50014459,Netherlands at the 2020 Summer Olympics,Q55,Netherlands,1994-02-18,Q6581072,female,Q124739,Tijuana,"32.5027,-117.00371",32.5027,-117.00371,Q2360428,Tijuana Municipality,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,bronze,/wiki/Luis_%C3%81lvarez_(archer),Q1706739,Luis Álvarez,/wiki/Mexico_at_the_2020_Summer_Olympics,Q42917128,Mexico at the 2020 Summer Olympics,Q96,Mexico,1991-04-13,Q6581097,male,Q199440,chimalhuacan,"32.663333333333,-115.46777777778",32.663333333333,-115.46777777778,Q1477270,Mexicali Municipality,NA,NA,NA,NA,NA,NA
/wiki/Archery_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_team,Q63985809,archery at the 2020 Summer Olympics – Mixed team,bronze,/wiki/Alejandra_Valencia,Q1756257,Alejandra Valencia,/wiki/Mexico_at_the_2020_Summer_Olympics,Q42917128,Mexico at the 2020 Summer Olympics,Q96,Mexico,1994-10-17,Q6581072,female,Q189138,Hermosillo,"29.1025,-110.97722222222",29.1025,-110.97722222222,Q46422,Sonora,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_singles,Q57083851,badminton at the 2020 Summer Olympics – men's singles,bronze,/wiki/Anthony_Sinisuka_Ginting,Q16724324,Anthony Sinisuka Ginting,/wiki/Indonesia_at_the_2020_Summer_Olympics,Q42914457,Indonesia at the 2020 Summer Olympics,Q252,Indonesia,1996-10-20,Q6581097,male,Q10394,Cimahi,"-6.8833333333333,107.53333333333",-6.8833333333333,107.53333333333,Q3724,West Java,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,gold,/wiki/Lee_Yang,Q21497775,Lee Yang,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1995-08-12,Q6581097,male,Q1867,Taipei,"25.047777777778,121.53194444444",25.047777777778,121.53194444444,Q865,Taiwan,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,gold,/wiki/Wang_Chi-lin,Q15010953,Wang Chi-Lin,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1995-01-18,Q6581097,male,Q1867,Taipei,"25.047777777778,121.53194444444",25.047777777778,121.53194444444,Q865,Taiwan,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,silver,/wiki/Li_Junhui,Q14643446,Li Junhui,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1995-05-10,Q6581097,male,Q43934,Liaoning,"41.803888888889,123.42583333333",41.803888888889,123.42583333333,Q148,People's Republic of China,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,silver,/wiki/Liu_Yuchen,Q13461780,Liu Yuchen,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1995-07-25,Q6581097,male,Q956,Beijing,"39.905,116.39138888889",39.905,116.39138888889,Q148,People's Republic of China,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,bronze,/wiki/Aaron_Chia,Q27162663,Aaron Chia Teng Fong,/wiki/Malaysia_at_the_2020_Summer_Olympics,Q42914871,Malaysia at the 2020 Summer Olympics,Q833,Malaysia,1997-02-24,Q6581097,male,Q185221,Melaka,"2.2,102.251",2.2,102.251,Q833,Malaysia,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_doubles,Q57083855,badminton at the 2020 Summer Olympics – men's doubles,bronze,/wiki/Soh_Wooi_Yik,Q27893666,Soh Wooi Yik,/wiki/Malaysia_at_the_2020_Summer_Olympics,Q42914871,Malaysia at the 2020 Summer Olympics,Q833,Malaysia,1998-02-17,Q6581097,male,Q1865,Kuala Lumpur,"3.1477777777778,101.69527777778",3.1477777777778,101.69527777778,Q833,Malaysia,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_singles,Q57083852,badminton at the 2020 Summer Olympics – women's singles,gold,/wiki/Chen_Yufei,Q18924913,Chen Yufei,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1998-03-01,Q6581072,female,Q261793,Tonglu County,"29.7954,119.68732",29.7954,119.68732,Q4970,Hangzhou,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_singles,Q57083852,badminton at the 2020 Summer Olympics – women's singles,silver,/wiki/Tai_Tzu-ying,Q516815,Tai Tzu-Ying,/wiki/Chinese_Taipei_at_the_2020_Summer_Olympics,Q42913844,Chinese Taipei at the 2020 Summer Olympics,Q865,Taiwan,1994-06-20,Q6581072,female,Q181557,Kaohsiung,"22.616667,120.3",22.616667,120.3,Q865,Taiwan,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_singles,Q57083852,badminton at the 2020 Summer Olympics – women's singles,bronze,/wiki/P._V._Sindhu,Q448360,P. V. Sindhu,/wiki/India_at_the_2020_Summer_Olympics,Q42914454,India at the 2020 Summer Olympics,Q668,India,1995-07-05,Q6581072,female,Q1361,Hyderabad,"17.361719,78.475166",17.361719,78.475166,Q677037,Telangana,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,gold,/wiki/Greysia_Polii,Q468506,Greysia Polii,/wiki/Indonesia_at_the_2020_Summer_Olympics,Q42914457,Indonesia at the 2020 Summer Olympics,Q252,Indonesia,1987-08-11,Q6581072,female,Q3630,Jakarta,"-6.21462,106.84513",-6.21462,106.84513,Q252,Indonesia,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,gold,/wiki/Apriyani_Rahayu,Q23723804,Apriyani Rahayu,/wiki/Indonesia_at_the_2020_Summer_Olympics,Q42914457,Indonesia at the 2020 Summer Olympics,Q252,Indonesia,1998-04-29,Q6581072,female,Q15379,Kendari,"-3.9675,122.59472222222",-3.9675,122.59472222222,Q5075,Southeast Sulawesi,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,silver,/wiki/Chen_Qingchen,Q3528678,Chen Qingchen,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1997-06-23,Q6581072,female,Q1023920,Xingning,"24.168055555556,115.66694444444",24.168055555556,115.66694444444,Q59184,Meizhou,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,silver,/wiki/Jia_Yifan,Q15108796,Jia Yifan,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1997-06-29,Q6581072,female,Q11736,Tianjin,"39.146666666667,117.20555555556",39.146666666667,117.20555555556,Q148,People's Republic of China,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,bronze,/wiki/Kim_So-yeong,Q516960,Kim So-young,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1992-07-09,Q6581072,female,Q20927,Daegu,"35.866666666667,128.6",35.866666666667,128.6,Q884,South Korea,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_doubles,Q57083856,badminton at the 2020 Summer Olympics – women's doubles,bronze,/wiki/Kong_Hee-yong,Q27044898,Kong Hee-yong,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1996-12-11,Q6581072,female,Q20921,Daejeon,"36.351,127.385",36.351,127.385,Q884,South Korea,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,gold,/wiki/Wang_Yilyu,Q14643495,Wang Yilu,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1994-11-08,Q6581097,male,Q58178,Jiaxing,"30.7522,120.75",30.7522,120.75,Q16967,Zhejiang,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,gold,/wiki/Huang_Dongping,Q3528686,Huang Dongping,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1995-01-20,Q6581072,female,Q1209464,Nan'an,"24.96327,118.3811",24.96327,118.3811,Q68695,Quanzhou,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,silver,/wiki/Zheng_Siwei,Q15650300,Zheng Siwei,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1997-02-26,Q6581097,male,Q42635,Wenzhou,"27.999128,120.656075",27.999128,120.656075,Q16967,Zhejiang,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,silver,/wiki/Huang_Yaqiong,Q895808,Huang Yaqiong,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1994-02-28,Q6581072,female,Q16967,Zhejiang,"30.266666666667,120.15",30.266666666667,120.15,Q148,People's Republic of China,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,bronze,/wiki/Yuta_Watanabe_(badminton),Q24326424,Yuta Watanabe,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1997-06-13,Q6581097,male,Q232631,Suginami-ku,"35.683333333333,139.61666666667",35.683333333333,139.61666666667,Q1490,Tokyo,NA,NA,NA,NA,NA,NA
/wiki/Badminton_at_the_2020_Summer_Olympics_%E2%80%93_Mixed_doubles,Q57083858,badminton at the 2020 Summer Olympics – mixed doubles,bronze,/wiki/Arisa_Higashino,Q20730104,Arisa Higashino,/wiki/Japan_at_the_2020_Summer_Olympics,Q42914581,Japan at the 2020 Summer Olympics,Q17,Japan,1996-08-01,Q6581072,female,Q693264,Iwamizawa,"43.196111111111,141.77583333333",43.196111111111,141.77583333333,Q944511,Sorachi Subprefecture,NA,NA,NA,NA,NA,NA
/wiki/Basketball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,Q64369209,Basketball at the 2020 Summer Olympics – Men's 3x3 tournament,gold,/wiki/Agnis_%C4%8Cavars,Q107429256,Agnis Čavars,/wiki/Latvia_at_the_2020_Summer_Olympics,Q42914755,Latvia at the 2020 Summer Olympics,Q211,Latvia,1986-07-31,Q6581097,male,Q344608,Ķekava,"56.82662,24.23",56.82662,24.23,Q8080295,Ķekava Parish,LV0,Latvija,LV00,Latvija,LV007,Pierīga
/wiki/Basketball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,Q64369209,Basketball at the 2020 Summer Olympics – Men's 3x3 tournament,gold,/wiki/Edgars_Kr%C5%ABmi%C5%86%C5%A1_(basketball),Q107642054,Edgars Krūmiņš,/wiki/Latvia_at_the_2020_Summer_Olympics,Q42914755,Latvia at the 2020 Summer Olympics,Q211,Latvia,1985-10-16,Q6581097,male,Q179830,Jelgava,"56.652222222222,23.724444444444",56.652222222222,23.724444444444,Q211,Latvia,LV0,Latvija,LV00,Latvija,LV009,Zemgale
/wiki/Basketball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,Q64369209,Basketball at the 2020 Summer Olympics – Men's 3x3 tournament,gold,/wiki/K%C4%81rlis_Lasmanis,Q107639299,Kārlis Lasmanis,/wiki/Latvia_at_the_2020_Summer_Olympics,Q42914755,Latvia at the 2020 Summer Olympics,Q211,Latvia,1994-04-08,Q6581097,male,Q104036,Ventspils,"57.389722222222,21.564444444444",57.389722222222,21.564444444444,Q211,Latvia,NA,NA,NA,NA,NA,NA
/wiki/Basketball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,Q64369209,Basketball at the 2020 Summer Olympics – Men's 3x3 tournament,gold,/wiki/Nauris_Miezis,Q104599796,Nauris Miezis,/wiki/Latvia_at_the_2020_Summer_Olympics,Q42914755,Latvia at the 2020 Summer Olympics,Q211,Latvia,1991-03-31,Q6581097,male,Q344608,Ķekava,"56.82662,24.23",56.82662,24.23,Q8080295,Ķekava Parish,LV0,Latvija,LV00,Latvija,LV007,Pierīga
